1984-11-07,43,7798,"Show #43 - Wednesday, November 7, 1984","John Genova game 1.
Game entered from audiorecording.  Missing prizes."
1984-11-08,44,7695,"Show #44 - Thursday, November 8, 1984","John Genova game 2.
Game entered from audiorecording.  Missing prizes."
1984-11-09,45,7803,"Show #45 - Friday, November 9, 1984","John Genova game 3.
Game entered from audiorecording. Missing prizes."
1984-11-14,48,8048,"Show #48 - Wednesday, November 14, 1984","Game entered from audiorecording. Missing prizes."
1984-11-19,51,5636,"Show #51 - Monday, November 19, 1984",""
1984-11-20,52,6912,"Show #52 - Tuesday, November 20, 1984",""
1984-11-22,54,7849,"Show #54 - Thursday, November 22, 1984","Game entered from audiorecording. Missing prizes."
1984-11-23,55,7912,"Show #55 - Friday, November 23, 1984","Game entered from audiorecording.  Missing prizes."
1984-11-26,56,347,"Show #56 - Monday, November 26, 1984",""
1984-11-27,57,348,"Show #57 - Tuesday, November 27, 1984",""
1984-11-28,58,352,"Show #58 - Wednesday, November 28, 1984",""
1984-11-29,59,353,"Show #59 - Thursday, November 29, 1984",""
1984-11-30,60,7907,"Show #60 - Friday, November 30, 1984","Game entered from audiorecording. Missing prizes."
1984-12-03,61,354,"Show #61 - Monday, December 3, 1984",""
1984-12-04,62,355,"Show #62 - Tuesday, December 4, 1984",""
1984-12-05,63,356,"Show #63 - Wednesday, December 5, 1984",""
1984-12-06,64,359,"Show #64 - Thursday, December 6, 1984",""
1984-12-07,65,360,"Show #65 - Friday, December 7, 1984","Ric Moser game 1."
1984-12-10,66,361,"Show #66 - Monday, December 10, 1984","Ric Moser game 2."
1984-12-11,67,362,"Show #67 - Tuesday, December 11, 1984","Ric Moser game 3."
1984-12-12,68,363,"Show #68 - Wednesday, December 12, 1984","Ric Moser game 4."
1984-12-13,69,6816,"Show #69 - Thursday, December 13, 1984","Ric Moser game 5."
1984-12-14,70,4249,"Show #70 - Friday, December 14, 1984",""
1984-12-18,72,7607,"Show #72 - Tuesday, December 18, 1984","Larry Floyd game 2.
Game entered from audiorecording.  Missing prizes."
1984-12-25,77,5012,"Show #77 - Tuesday, December 25, 1984","Jerry Frankel game 2. 
Missing introductions, the Jeopardy! Round, and the first 2 clues of the Double Jeopardy! Round."
1984-12-26,78,7480,"Show #78 - Wednesday, December 26, 1984","Jerry Frankel game 3.
Game entered from audiorecording. Missing prizes."
1984-12-28,80,5009,"Show #80 - Friday, December 28, 1984","Jerry Frankel game 5."
1985-01-01,82,5544,"Show #82 - Tuesday, January 1, 1985","Liz Caccese game 1."
1985-01-02,83,7800,"Show #83 - Wednesday, January 2, 1985","Liz Caccese game 2.
Game entered from audiorecording.  Missing prizes."
1985-01-04,85,5018,"Show #85 - Friday, January 4, 1985","Liz Caccese game 4."
1985-01-07,86,7613,"Show #86 - Monday, January 7, 1985","Liz Caccese game 5.
Missing player introductions.
22 combined unplayed clues in both rounds."
1985-01-08,87,7601,"Show #87 - Tuesday, January 8, 1985",""
1985-01-09,88,7801,"Show #88 - Wednesday, January 9, 1985",""
1985-01-10,89,7802,"Show #89 - Thursday, January 10, 1985",""
1985-01-11,90,7939,"Show #90 - Friday, January 11, 1985",""
1985-01-14,91,7643,"Show #91 - Monday, January 14, 1985",""
1985-01-15,92,7645,"Show #92 - Tuesday, January 15, 1985",""
1985-01-16,93,7649,"Show #93 - Wednesday, January 16, 1985",""
1985-01-17,94,7732,"Show #94 - Thursday, January 17, 1985",""
1985-01-18,95,7757,"Show #95 - Friday, January 18, 1985","Paul Boymel game 1."
1985-01-21,96,7794,"Show #96 - Monday, January 21, 1985","Paul Boymel game 2.
Missing challenger introductions."
1985-01-22,97,7631,"Show #97 - Tuesday, January 22, 1985","Paul Boymel game 3.
Single-player Final Jeopardy!"
1985-01-23,98,6487,"Show #98 - Wednesday, January 23, 1985","Paul Boymel game 4."
1985-01-24,99,6490,"Show #99 - Thursday, January 24, 1985","Paul Boymel game 5.
Paul Boymel sets a new total cash winnings record of $56,200."
1985-01-25,100,7731,"Show #100 - Friday, January 25, 1985","100th episode."
1985-01-28,101,7969,"Show #101 - Monday, January 28, 1985",""
1985-01-29,102,7972,"Show #102 - Tuesday, January 29, 1985",""
1985-01-30,103,7974,"Show #103 - Wednesday, January 30, 1985","Paul Croshier game 1-B."
1985-01-31,104,7987,"Show #104 - Thursday, January 31, 1985","Paul Croshier game 2."
1985-02-01,105,7988,"Show #105 - Friday, February 1, 1985","Paul Croshier game 3."
1985-02-04,106,7990,"Show #106 - Monday, February 4, 1985","Paul Croshier game 4."
1985-02-05,107,7991,"Show #107 - Tuesday, February 5, 1985","Paul Croshier game 5."
1985-02-06,108,7992,"Show #108 - Wednesday, February 6, 1985","Missing introductions."
1985-02-07,109,7993,"Show #109 - Thursday, February 7, 1985","Missing part of one incorrect response in Double Jeopardy! Round."
1985-02-08,110,368,"Show #110 - Friday, February 8, 1985",""
1985-02-11,111,7994,"Show #111 - Monday, February 11, 1985",""
1985-02-12,112,7995,"Show #112 - Tuesday, February 12, 1985","John Hnat game 1."
1985-02-13,113,7633,"Show #113 - Wednesday, February 13, 1985","John Hnat game 2.
Single-player Final Jeopardy!"
1985-02-14,114,7984,"Show #114 - Thursday, February 14, 1985","John Hnat game 3."
1985-02-15,115,7996,"Show #115 - Friday, February 15, 1985","John Hnat game 4."
1985-02-18,116,7997,"Show #116 - Monday, February 18, 1985","John Hnat game 5."
1985-02-19,117,7998,"Show #117 - Tuesday, February 19, 1985",""
1985-02-20,118,8000,"Show #118 - Wednesday, February 20, 1985","Missing clue 3 of the Double Jeopardy! Round."
1985-02-21,119,7621,"Show #119 - Thursday, February 21, 1985",""
1985-02-22,120,7629,"Show #120 - Friday, February 22, 1985",""
1985-02-25,121,7630,"Show #121 - Monday, February 25, 1985",""
1985-02-26,122,7671,"Show #122 - Tuesday, February 26, 1985",""
1985-02-27,123,7847,"Show #123 - Wednesday, February 27, 1985","Missing one incorrect response in Double Jeopardy!"
1985-02-28,124,8003,"Show #124 - Thursday, February 28, 1985","Bruce Fauman game 1."
1985-03-01,125,8004,"Show #125 - Friday, March 1, 1985","Bruce Fauman game 2."
1985-03-04,126,4592,"Show #126 - Monday, March 4, 1985","Bruce Fauman game 3."
1985-03-05,127,6559,"Show #127 - Tuesday, March 5, 1985","Bruce Fauman game 4."
1985-03-06,128,8006,"Show #128 - Wednesday, March 6, 1985","Bruce Fauman game 5."
1985-03-07,129,8008,"Show #129 - Thursday, March 7, 1985",""
1985-03-08,130,8013,"Show #130 - Friday, March 8, 1985",""
1985-03-13,133,7597,"Show #133 - Wednesday, March 13, 1985","Paula Tupper game 2.
Game entered from audiorecording."
1985-03-14,134,8015,"Show #134 - Thursday, March 14, 1985","Paula Tupper game 3."
1985-03-15,135,5587,"Show #135 - Friday, March 15, 1985","Paula Tupper game 4."
1985-03-18,136,8020,"Show #136 - Monday, March 18, 1985","Paula Tupper game 5."
1985-03-19,137,8042,"Show #137 - Tuesday, March 19, 1985",""
1985-03-20,138,8043,"Show #138 - Wednesday, March 20, 1985",""
1985-03-21,139,7708,"Show #139 - Thursday, March 21, 1985",""
1985-03-25,141,5120,"Show #141 - Monday, March 25, 1985","Steven Rogitz game 2."
1985-03-26,142,7707,"Show #142 - Tuesday, March 26, 1985","Steven Rogitz game 3.
Single-player Final Jeopardy!"
1985-03-27,143,8060,"Show #143 - Wednesday, March 27, 1985","Steven Rogitz game 4.
Missing one response in Final Jeopardy."
1985-03-28,144,8061,"Show #144 - Thursday, March 28, 1985","Steven Rogitz game 5."
1985-03-29,145,8064,"Show #145 - Friday, March 29, 1985",""
1985-04-01,146,8066,"Show #146 - Monday, April 1, 1985","Scattering of clues and responses in Double Jeopardy! entered from audiorecording."
1985-04-02,147,8071,"Show #147 - Tuesday, April 2, 1985",""
1985-04-03,148,8072,"Show #148 - Wednesday, April 3, 1985",""
1985-04-04,149,8075,"Show #149 - Thursday, April 4, 1985","One response in Final Jeopardy! entered from audiorecording."
1985-04-05,150,8076,"Show #150 - Friday, April 5, 1985",""
1985-04-08,151,7586,"Show #151 - Monday, April 8, 1985","Three-way tie at zero."
1985-04-09,152,7596,"Show #152 - Tuesday, April 9, 1985","Mike Day game 1."
1985-04-10,153,4529,"Show #153 - Wednesday, April 10, 1985","Mike Day game 2."
1985-04-11,154,7949,"Show #154 - Thursday, April 11, 1985","Mike Day game 3."
1985-04-12,155,7577,"Show #155 - Friday, April 12, 1985","Mike Day game 4.
Single-player Final Jeopardy!"
1985-04-15,156,7950,"Show #156 - Monday, April 15, 1985","Mike Day game 5."
1985-04-16,157,8080,"Show #157 - Tuesday, April 16, 1985","Single-player Final Jeopardy!"
1985-04-17,158,6936,"Show #158 - Wednesday, April 17, 1985",""
1985-04-18,159,8090,"Show #159 - Thursday, April 18, 1985",""
1985-04-19,160,5525,"Show #160 - Friday, April 19, 1985",""
1985-04-22,161,8116,"Show #161 - Monday, April 22, 1985",""
1985-04-23,162,7061,"Show #162 - Tuesday, April 23, 1985",""
1985-04-24,163,7067,"Show #163 - Wednesday, April 24, 1985",""
1985-04-25,164,7071,"Show #164 - Thursday, April 25, 1985",""
1985-04-29,166,7683,"Show #166 - Monday, April 29, 1985","Missing the 11th clue of the Jeopardy! Round."
1985-04-30,167,8160,"Show #167 - Tuesday, April 30, 1985","Ron Black game 1.
Game partially missing introductions."
1985-05-01,168,7606,"Show #168 - Wednesday, May 1, 1985","Ron Black game 2. Game entered from audiorecording. Missing prizes."
1985-05-02,169,8163,"Show #169 - Thursday, May 2, 1985","Ron Black game 3."
1985-05-03,170,8173,"Show #170 - Friday, May 3, 1985","Ron Black game 4.
Missing one incorrect response in the Double Jeopardy! Round."
1985-05-06,171,8174,"Show #171 - Monday, May 6, 1985","Ron Black game 5."
1985-05-07,172,8141,"Show #172 - Tuesday, May 7, 1985",""
1985-05-08,173,8175,"Show #173 - Wednesday, May 8, 1985",""
1985-05-09,174,8128,"Show #174 - Thursday, May 9, 1985",""
1985-05-10,175,8195,"Show #175 - Friday, May 10, 1985",""
1985-05-13,176,8211,"Show #176 - Monday, May 13, 1985",""
1985-05-14,177,8212,"Show #177 - Tuesday, May 14, 1985",""
1985-05-15,178,8216,"Show #178 - Wednesday, May 15, 1985",""
1985-05-16,179,8224,"Show #179 - Thursday, May 16, 1985",""
1985-05-17,180,7610,"Show #180 - Friday, May 17, 1985",""
1985-05-20,181,7858,"Show #181 - Monday, May 20, 1985",""
1985-05-21,182,7861,"Show #182 - Tuesday, May 21, 1985",""
1985-05-22,183,8024,"Show #183 - Wednesday, May 22, 1985",""
1985-05-23,184,8025,"Show #184 - Thursday, May 23, 1985",""
1985-05-24,185,8231,"Show #185 - Friday, May 24, 1985","Nathan Walpow game 1."
1985-05-27,186,8232,"Show #186 - Monday, May 27, 1985","Nathan Walpow game 2."
1985-05-28,187,8234,"Show #187 - Tuesday, May 28, 1985","Nathan Walpow game 3."
1985-05-29,188,8235,"Show #188 - Wednesday, May 29, 1985","Nathan Walpow game 4."
1985-05-30,189,7599,"Show #189 - Thursday, May 30, 1985","Nathan Walpow game 5."
1985-06-03,191,7618,"Show #191 - Monday, June 3, 1985","Game entered from audiorecording. Missing prizes."
1985-06-05,193,7792,"Show #193 - Wednesday, June 5, 1985","Game entered from audiorecording. Missing prizes."
1985-09-09,261,4233,"Show #261 - Monday, September 9, 1985","First game of Season 2.
First episode where set background changes from blue to red in Double Jeopardy!
Returning champions were placed at the far right lectern.
The new "buzz-in" (after Alex finishes reading the clue) rule was introduced."
1985-09-10,262,6873,"Show #262 - Tuesday, September 10, 1985","Returning champions were placed at the far right lectern.
Numerous scorekeeping errors made throughout the game."
1985-09-11,263,6874,"Show #263 - Wednesday, September 11, 1985","Returning champions were placed at the far right lectern."
1985-09-12,264,6875,"Show #264 - Thursday, September 12, 1985","Returning champions were placed at the far right lectern."
1985-09-13,265,7782,"Show #265 - Friday, September 13, 1985","Jay Rosenberg game 1.
Contestants back to their usual arrangement with champion at inside lectern.
Game entered from audiorecording."
1985-09-16,266,7783,"Show #266 - Monday, September 16, 1985","Jay Rosenberg game 2.
Game entered from audiorecording."
1985-09-17,267,6939,"Show #267 - Tuesday, September 17, 1985","Jay Rosenberg game 3."
1985-09-18,268,7685,"Show #268 - Wednesday, September 18, 1985","Jay Rosenberg game 4."
1985-09-19,269,5803,"Show #269 - Thursday, September 19, 1985","Jay Rosenberg game 5."
1985-09-20,270,5808,"Show #270 - Friday, September 20, 1985",""
1985-09-23,271,5810,"Show #271 - Monday, September 23, 1985",""
1985-09-24,272,5814,"Show #272 - Tuesday, September 24, 1985",""
1985-09-25,273,7591,"Show #273 - Wednesday, September 25, 1985",""
1985-09-26,274,7592,"Show #274 - Thursday, September 26, 1985",""
1985-09-27,275,6940,"Show #275 - Friday, September 27, 1985",""
1985-09-30,276,246,"Show #276 - Monday, September 30, 1985","Chuck Forrest game 1."
1985-10-01,277,295,"Show #277 - Tuesday, October 1, 1985","Chuck Forrest game 2."
1985-10-02,278,251,"Show #278 - Wednesday, October 2, 1985","Chuck Forrest game 3."
1985-10-03,279,294,"Show #279 - Thursday, October 3, 1985","Chuck Forrest game 4.
Chuck sets a new total cash winnings record of $60,000."
1985-10-04,280,297,"Show #280 - Friday, October 4, 1985","Chuck Forrest game 5.
Chuck sets a new total cash winnings record of $72,800.
A very brief clip of this game was seen in the 2019-04-10 episode of The Goldbergs."
1985-10-07,281,7615,"Show #281 - Monday, October 7, 1985",""
1985-10-08,282,6910,"Show #282 - Tuesday, October 8, 1985",""
1985-10-09,283,7709,"Show #283 - Wednesday, October 9, 1985",""
1985-10-10,284,7759,"Show #284 - Thursday, October 10, 1985","Game entered from audiorecording.  Missing prizes."
1985-10-11,285,7795,"Show #285 - Friday, October 11, 1985",""
1985-10-14,286,8150,"Show #286 - Monday, October 14, 1985",""
1985-10-15,287,8236,"Show #287 - Tuesday, October 15, 1985","Introductions entered from audiorecording."
1985-10-16,288,8239,"Show #288 - Wednesday, October 16, 1985",""
1985-10-17,289,8240,"Show #289 - Thursday, October 17, 1985",""
1985-10-18,290,7904,"Show #290 - Friday, October 18, 1985",""
1985-10-21,291,7905,"Show #291 - Monday, October 21, 1985",""
1985-10-22,292,7706,"Show #292 - Tuesday, October 22, 1985",""
1985-10-23,293,6611,"Show #293 - Wednesday, October 23, 1985",""
1985-10-24,294,6609,"Show #294 - Thursday, October 24, 1985","Mark Leinwand game 1."
1985-10-25,295,5604,"Show #295 - Friday, October 25, 1985","Mark Leinwand game 2."
1985-10-28,296,7729,"Show #296 - Monday, October 28, 1985","Mark Leinwand game 3."
1985-10-29,297,4251,"Show #297 - Tuesday, October 29, 1985","Mark Leinwand game 4."
1985-10-30,298,7733,"Show #298 - Wednesday, October 30, 1985","Mark Leinwand game 5."
1985-10-31,299,8256,"Show #299 - Thursday, October 31, 1985","Introductions entered from audiorecording."
1985-11-01,300,8257,"Show #300 - Friday, November 1, 1985","Introductions entered from audiorecording."
1985-11-04,301,8258,"Show #301 - Monday, November 4, 1985",""
1985-11-05,302,7845,"Show #302 - Tuesday, November 5, 1985","Harvey Becker game 1."
1985-11-06,303,7851,"Show #303 - Wednesday, November 6, 1985","Harvey Becker game 2."
1985-11-07,304,7790,"Show #304 - Thursday, November 7, 1985","Harvey Becker game 3.
Harvey Becker sets a new single-day cash winnings record of $25,400.
Game entered from audiorecording.  Missing prizes."
1985-11-08,305,7844,"Show #305 - Friday, November 8, 1985","Harvey Becker game 4.
Game entered from audiorecording. Missing prizes."
1985-11-11,306,3051,"Show #306 - Monday, November 11, 1985","1985 Tournament of Champions quarterfinal game 1."
1985-11-12,307,3053,"Show #307 - Tuesday, November 12, 1985","1985 Tournament of Champions quarterfinal game 2."
1985-11-13,308,3060,"Show #308 - Wednesday, November 13, 1985","1985 Tournament of Champions quarterfinal game 3."
1985-11-14,309,3061,"Show #309 - Thursday, November 14, 1985","1985 Tournament of Champions quarterfinal game 4."
1985-11-15,310,3062,"Show #310 - Friday, November 15, 1985","1985 Tournament of Champions quarterfinal game 5."
1985-11-18,311,3065,"Show #311 - Monday, November 18, 1985","1985 Tournament of Champions semifinal game 1."
1985-11-19,312,3067,"Show #312 - Tuesday, November 19, 1985","1985 Tournament of Champions semifinal game 2."
1985-11-20,313,3069,"Show #313 - Wednesday, November 20, 1985","1985 Tournament of Champions semifinal game 3."
1985-11-21,314,900,"Show #314 - Thursday, November 21, 1985","1985 Tournament of Champions final game 1."
1985-11-22,315,902,"Show #315 - Friday, November 22, 1985","1985 Tournament of Champions final game 2."
1985-11-25,316,4261,"Show #316 - Monday, November 25, 1985","Harvey Becker game 5.
Missing first segment."
1985-11-26,317,4256,"Show #317 - Tuesday, November 26, 1985","First 24 clues only.  Missing prizes."
1985-12-05,324,7408,"Show #324 - Thursday, December 5, 1985","Jared Eisenstat game 4."
1985-12-06,325,4273,"Show #325 - Friday, December 6, 1985","Jared Eisenstat game 5.
Jeopardy! Round only."
1985-12-10,327,4267,"Show #327 - Tuesday, December 10, 1985",""
1985-12-11,328,3952,"Show #328 - Wednesday, December 11, 1985",""
1985-12-12,329,7681,"Show #329 - Thursday, December 12, 1985",""
1985-12-13,330,6998,"Show #330 - Friday, December 13, 1985",""
1985-12-16,331,7755,"Show #331 - Monday, December 16, 1985",""
1985-12-17,332,7797,"Show #332 - Tuesday, December 17, 1985",""
1985-12-18,333,7978,"Show #333 - Wednesday, December 18, 1985",""
1985-12-19,334,7982,"Show #334 - Thursday, December 19, 1985",""
1985-12-20,335,4254,"Show #335 - Friday, December 20, 1985",""
1985-12-23,336,4258,"Show #336 - Monday, December 23, 1985",""
1985-12-24,337,4260,"Show #337 - Tuesday, December 24, 1985","First game to have a Video Daily Double."
1985-12-25,338,5859,"Show #338 - Wednesday, December 25, 1985",""
1985-12-26,339,5908,"Show #339 - Thursday, December 26, 1985",""
1985-12-27,340,5909,"Show #340 - Friday, December 27, 1985",""
1985-12-30,341,7787,"Show #341 - Monday, December 30, 1985",""
1985-12-31,342,8117,"Show #342 - Tuesday, December 31, 1985",""
1986-01-01,343,7604,"Show #343 - Wednesday, January 1, 1986",""
1986-01-02,344,8262,"Show #344 - Thursday, January 2, 1986",""
1986-01-03,345,4271,"Show #345 - Friday, January 3, 1986",""
1986-01-06,346,8263,"Show #346 - Monday, January 6, 1986",""
1986-01-07,347,6820,"Show #347 - Tuesday, January 7, 1986",""
1986-01-08,348,116,"Show #348 - Wednesday, January 8, 1986","A clip of this game is shown in the 1987 movie Light of Day."
1986-01-09,349,4269,"Show #349 - Thursday, January 9, 1986",""
1986-01-10,350,8271,"Show #350 - Friday, January 10, 1986",""
1986-01-13,351,8272,"Show #351 - Monday, January 13, 1986","Missing 1 incorrect response in the Jeopardy! Round."
1986-01-14,352,8273,"Show #352 - Tuesday, January 14, 1986",""
1986-01-15,353,7212,"Show #353 - Wednesday, January 15, 1986",""
1986-01-16,354,7215,"Show #354 - Thursday, January 16, 1986",""
1986-01-17,355,7218,"Show #355 - Friday, January 17, 1986",""
1986-01-20,356,8275,"Show #356 - Monday, January 20, 1986",""
1986-01-21,357,8276,"Show #357 - Tuesday, January 21, 1986",""
1986-01-22,358,8286,"Show #358 - Wednesday, January 22, 1986",""
1986-01-23,359,8287,"Show #359 - Thursday, January 23, 1986",""
1986-01-24,360,5045,"Show #360 - Friday, January 24, 1986",""
1986-01-27,361,8288,"Show #361 - Monday, January 27, 1986","Beryl Arbit game 1."
1986-01-28,362,8039,"Show #362 - Tuesday, January 28, 1986","Beryl Arbit game 2."
1986-01-29,363,5773,"Show #363 - Wednesday, January 29, 1986","Beryl Arbit game 3.
Single-player Final Jeopardy!"
1986-01-30,364,8044,"Show #364 - Thursday, January 30, 1986","Beryl Arbit game 4."
1986-01-31,365,8054,"Show #365 - Friday, January 31, 1986","Beryl Arbit game 5."
1986-02-03,366,4284,"Show #366 - Monday, February 3, 1986",""
1986-02-04,367,2205,"Show #367 - Tuesday, February 4, 1986","Paul Rouffa game 1."
1986-02-05,368,2262,"Show #368 - Wednesday, February 5, 1986","Paul Rouffa game 2."
1986-02-06,369,2263,"Show #369 - Thursday, February 6, 1986","Paul Rouffa game 3."
1986-02-07,370,2264,"Show #370 - Friday, February 7, 1986","Paul Rouffa game 4."
1986-02-10,371,2265,"Show #371 - Monday, February 10, 1986","Paul Rouffa game 5."
1986-02-11,372,5395,"Show #372 - Tuesday, February 11, 1986","Dan Green game 1."
1986-02-12,373,5396,"Show #373 - Wednesday, February 12, 1986","Dan Green game 2."
1986-02-13,374,5397,"Show #374 - Thursday, February 13, 1986","Dan Green game 3."
1986-02-14,375,5617,"Show #375 - Friday, February 14, 1986","Dan Green game 4."
1986-02-24,381,5624,"Show #381 - Monday, February 24, 1986",""
1986-02-25,382,4279,"Show #382 - Tuesday, February 25, 1986","Missing Jeopardy! Round and 14 clues of Double Jeopardy! Round."
1986-02-26,383,4281,"Show #383 - Wednesday, February 26, 1986","Single-player Final Jeopardy!
Missing first 26 clues of Jeopardy! Round."
1986-02-27,384,7915,"Show #384 - Thursday, February 27, 1986",""
1986-02-28,385,7564,"Show #385 - Friday, February 28, 1986","Lionel Goldbart game 1."
1986-03-03,386,7567,"Show #386 - Monday, March 3, 1986","Lionel Goldbart game 2."
1986-03-04,387,7568,"Show #387 - Tuesday, March 4, 1986","Lionel Goldbart game 3.
Final Jeopardy! Round incomplete."
1986-03-05,388,7566,"Show #388 - Wednesday, March 5, 1986","Lionel Goldbart game 4.
Final Jeopardy! Round incomplete."
1986-03-06,389,7558,"Show #389 - Thursday, March 6, 1986","Lionel Goldbart game 5.
Barbara Lowe game 1."
1986-03-07,390,7559,"Show #390 - Friday, March 7, 1986","Barbara Lowe game 2."
1986-03-10,391,7561,"Show #391 - Monday, March 10, 1986","Barbara Lowe game 3."
1986-03-11,392,7562,"Show #392 - Tuesday, March 11, 1986","Barbara Lowe game 4."
1986-03-12,393,7563,"Show #393 - Wednesday, March 12, 1986","Barbara Lowe game 5."
1986-03-13,394,7052,"Show #394 - Thursday, March 13, 1986",""
1986-03-14,395,7063,"Show #395 - Friday, March 14, 1986",""
1986-03-17,396,7077,"Show #396 - Monday, March 17, 1986",""
1986-03-18,397,7079,"Show #397 - Tuesday, March 18, 1986",""
1986-03-19,398,7661,"Show #398 - Wednesday, March 19, 1986",""
1986-03-20,399,8270,"Show #399 - Thursday, March 20, 1986",""
1986-03-21,400,7400,"Show #400 - Friday, March 21, 1986",""
1986-03-24,401,7569,"Show #401 - Monday, March 24, 1986","Gary Palmer game 1."
1986-03-25,402,7571,"Show #402 - Tuesday, March 25, 1986","Gary Palmer game 2."
1986-03-26,403,7572,"Show #403 - Wednesday, March 26, 1986","Gary Palmer game 3.
A contestant faints during Final Jeopardy!
Missing 7 clues in Jeopardy! Round."
1986-03-27,404,7573,"Show #404 - Thursday, March 27, 1986","Gary Palmer game 4."
1986-03-28,405,7574,"Show #405 - Friday, March 28, 1986","Gary Palmer game 5.
Eric Schoeck game 1."
1986-03-31,406,8301,"Show #406 - Monday, March 31, 1986","Eric Schoeck game 2.
Missing introductions."
1986-04-01,407,8304,"Show #407 - Tuesday, April 1, 1986","Eric Schoeck game 3."
1986-04-02,408,8305,"Show #408 - Wednesday, April 2, 1986","Eric Schoeck game 4.
Missing 2 clues in the Double Jeopardy! Round."
1986-04-03,409,8306,"Show #409 - Thursday, April 3, 1986","Eric Schoeck game 5."
1986-04-04,410,6421,"Show #410 - Friday, April 4, 1986",""
1986-04-07,411,6427,"Show #411 - Monday, April 7, 1986","Donald Burgo game 1."
1986-04-08,412,7634,"Show #412 - Tuesday, April 8, 1986","Donald Burgo game 2."
1986-04-09,413,8274,"Show #413 - Wednesday, April 9, 1986","Donald Burgo game 3."
1986-04-10,414,4230,"Show #414 - Thursday, April 10, 1986","Donald Burgo game 4."
1986-04-11,415,6941,"Show #415 - Friday, April 11, 1986","Donald Burgo game 5."
1986-04-14,416,7570,"Show #416 - Monday, April 14, 1986","Guy Tonti game 1."
1986-04-15,417,8325,"Show #417 - Tuesday, April 15, 1986","Guy Tonti game 2."
1986-04-16,418,8327,"Show #418 - Wednesday, April 16, 1986","Guy Tonti game 3.
Missing introductions."
1986-04-17,419,8350,"Show #419 - Thursday, April 17, 1986","Guy Tonti game 4."
1986-04-18,420,8352,"Show #420 - Friday, April 18, 1986","Guy Tonti game 5."
1986-04-21,421,8376,"Show #421 - Monday, April 21, 1986",""
1986-04-22,422,1991,"Show #422 - Tuesday, April 22, 1986",""
1986-04-23,423,1992,"Show #423 - Wednesday, April 23, 1986",""
1986-04-24,424,6428,"Show #424 - Thursday, April 24, 1986",""
